cod_ocorrencia;cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao
1;1;1;2003;2003m01;5;1;Rio de Janeiro;3304557;Capital
2;4;1;2003;2003m01;5;1;Rio de Janeiro;3304557;Capital
3;5;1;2003;2003m01;5;1;Rio de Janeiro;3304557;Capital
4;6;1;2003;2003m01;1;1;Rio de Janeiro;3304557;Capital
5;7;1;2003;2003m01;1;1;Rio de Janeiro;3304557;Capital
6;9;1;2003;2003m01;2;1;Rio de Janeiro;3304557;Capital
7;10;1;2003;2003m01;2;1;Rio de Janeiro;3304557;Capital
8;12;1;2003;2003m01;19;1;Rio de Janeiro;3304557;Capital
9;13;1;2003;2003m01;19;1;Rio de Janeiro;3304557;Capital
10;14;1;2003;2003m01;23;1;Rio de Janeiro;3304557;Capital
11;15;1;2003;2003m01;23;1;Rio de Janeiro;3304557;Capital
12;16;1;2003;2003m01;36;6;Rio de Janeiro;3304557;Capital
13;17;1;2003;2003m01;4;1;Rio de Janeiro;3304557;Capital
14;18;1;2003;2003m01;6;1;Rio de Janeiro;3304557;Capital
15;19;1;2003;2003m01;6;1;Rio de Janeiro;3304557;Capital
16;20;1;2003;2003m01;6;1;Rio de Janeiro;3304557;Capital
17;21;1;2003;2003m01;22;1;Rio de Janeiro;3304557;Capital
18;22;1;2003;2003m01;16;1;Rio de Janeiro;3304557;Capital
19;23;1;2003;2003m01;3;1;Rio de Janeiro;3304557;Capital
20;24;1;2003;2003m01;3;1;Rio de Janeiro;3304557;Capital
21;25;1;2003;2003m01;3;1;Rio de Janeiro;3304557;Capital
22;26;1;2003;2003m01;3;1;Rio de Janeiro;3304557;Capital
23;27;1;2003;2003m01;9;2;Rio de Janeiro;3304557;Capital
24;28;1;2003;2003m01;9;2;Rio de Janeiro;3304557;Capital
25;29;1;2003;2003m01;9;2;Rio de Janeiro;3304557;Capital
26;30;1;2003;2003m01;9;2;Rio de Janeiro;3304557;Capital
27;31;1;2003;2003m01;14;2;Rio de Janeiro;3304557;Capital
28;32;1;2003;2003m01;18;2;Rio de Janeiro;3304557;Capital
29;33;1;2003;2003m01;14;2;Rio de Janeiro;3304557;Capital
30;34;1;2003;2003m01;14;2;Rio de Janeiro;3304557;Capital
31;35;1;2003;2003m01;31;2;Rio de Janeiro;3304557;Capital
32;36;1;2003;2003m01;27;2;Rio de Janeiro;3304557;Capital
33;37;1;2003;2003m01;17;1;Rio de Janeiro;3304557;Capital
34;38;1;2003;2003m01;16;1;Rio de Janeiro;3304557;Capital
35;39;1;2003;2003m01;9;2;Rio de Janeiro;3304557;Capital
36;40;1;2003;2003m01;9;2;Rio de Janeiro;3304557;Capital
37;41;1;2003;2003m01;18;2;Rio de Janeiro;3304557;Capital
38;44;1;2003;2003m01;3;1;Rio de Janeiro;3304557;Capital
39;48;1;2003;2003m01;24;3;Seropédica;3305554;Baixada Fluminense
40;50;1;2003;2003m01;24;3;Itaguaí;3302007;Baixada Fluminense
41;51;1;2003;2003m01;24;3;Paracambi;3303609;Baixada Fluminense
42;52;1;2003;2003m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense
43;53;1;2003;2003m01;20;3;Mesquita;3302858;Baixada Fluminense
44;54;1;2003;2003m01;20;3;Belford Roxo;3300456;Baixada Fluminense
45;55;1;2003;2003m01;24;3;"Queimados;Japeri";9999981;Baixada Fluminense
46;56;1;2003;2003m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense
47;57;1;2003;2003m01;20;3;Nilópolis;3303203;Baixada Fluminense
48;58;1;2003;2003m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense
49;59;1;2003;2003m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
50;60;1;2003;2003m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
51;61;1;2003;2003m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
52;62;1;2003;2003m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
53;64;1;2003;2003m01;20;3;São João de Meriti;3305109;Baixada Fluminense
54;65;1;2003;2003m01;34;5;"Magé;Guapimirim";9999982;Baixada Fluminense
55;66;1;2003;2003m01;34;5;Magé;3302502;Baixada Fluminense
56;71;1;2003;2003m01;35;4;"Itaboraí;Tanguá";9999983;Interior
57;72;1;2003;2003m01;7;4;São Gonçalo;3304904;Grande Niterói
58;73;1;2003;2003m01;7;4;São Gonçalo;3304904;Grande Niterói
59;74;1;2003;2003m01;7;4;São Gonçalo;3304904;Grande Niterói
60;75;1;2003;2003m01;7;4;São Gonçalo;3304904;Grande Niterói
61;76;1;2003;2003m01;12;4;Niterói;3303302;Grande Niterói
62;77;1;2003;2003m01;12;4;Niterói;3303302;Grande Niterói
63;78;1;2003;2003m01;12;4;Niterói;3303302;Grande Niterói
64;79;1;2003;2003m01;12;4;Niterói;3303302;Grande Niterói
65;81;1;2003;2003m01;12;4;Niterói;3303302;Grande Niterói
66;82;1;2003;2003m01;12;4;Maricá;3302700;Grande Niterói
67;88;1;2003;2003m01;10;5;Barra do Pirai;3300308;Interior
68;89;1;2003;2003m01;28;5;Resende;3304201;Interior
69;90;1;2003;2003m01;28;5;Barra Mansa;3300407;Interior
70;91;1;2003;2003m01;10;5;Valença;3306107;Interior
71;92;1;2003;2003m01;10;5;Rio das Flores;3304508;Interior
72;93;1;2003;2003m01;28;5;Volta Redonda;3306305;Interior
73;94;1;2003;2003m01;10;5;"Piraí;Pinheiral";9999988;Interior
74;95;1;2003;2003m01;10;5;Vassouras;3306206;Interior
75;96;1;2003;2003m01;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
76;97;1;2003;2003m01;10;5;Mendes;3302809;Interior
77;98;1;2003;2003m01;10;5;Engenheiro Paulo de Frontin;3301801;Interior
78;99;1;2003;2003m01;28;5;Itatiaia;3302254;Interior
79;100;1;2003;2003m01;28;5;"Porto Real;Quatis";9999992;Interior
80;104;1;2003;2003m01;30;7;São José do Vale do Rio Preto;3305158;Interior
81;105;1;2003;2003m01;26;7;Petrópolis;3303906;Interior
82;106;1;2003;2003m01;26;7;Petrópolis;3303906;Interior
83;107;1;2003;2003m01;10;5;Paraíba do Sul;3303708;Interior
84;108;1;2003;2003m01;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
85;109;1;2003;2003m01;10;5;Sapucaia;3305406;Interior
86;110;1;2003;2003m01;30;7;Teresópolis;3305802;Interior
87;111;1;2003;2003m01;11;7;Sumidouro;3305703;Interior
88;112;1;2003;2003m01;11;7;Carmo;3301207;Interior
89;118;1;2003;2003m01;25;4;Araruama;3300209;Interior
90;119;1;2003;2003m01;35;4;Rio Bonito;3304300;Interior
91;120;1;2003;2003m01;35;4;Silva Jardim;3305604;Interior
92;121;1;2003;2003m01;34;3;Casimiro de Abreu;3301306;Interior
93;122;1;2003;2003m01;34;3;Conceição de Macabú;3301405;Interior
94;123;1;2003;2003m01;34;3;"Macaé;Quissamã;Carapebus";9999984;Interior
95;124;1;2003;2003m01;25;4;Saquarema;3305505;Interior
96;125;1;2003;2003m01;25;4;São Pedro da Aldeia;3305208;Interior
97;126;1;2003;2003m01;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior
98;127;1;2003;2003m01;25;4;Armação dos Búzios;3300233;Interior
99;128;1;2003;2003m01;34;3;Rio das Ostras;3304524;Interior
100;129;1;2003;2003m01;25;4;Iguaba Grande;3301876;Interior
101;134;1;2003;2003m01;8;6;Campos dos Goytacazes;3301009;Interior
102;135;1;2003;2003m01;37;5;Itaocara;3302106;Interior
103;136;1;2003;2003m01;37;5;"Santo Antônio de Pádua;Aperibé";9999993;Interior
104;137;1;2003;2003m01;37;5;Miracema;3303005;Interior
105;138;1;2003;2003m01;29;6;Laje do Muriaé;3302304;Interior
106;139;1;2003;2003m01;29;6;Porciúncula;3304102;Interior
107;140;1;2003;2003m01;29;6;"Natividade;Varre-Sai";9999997;Interior
108;141;1;2003;2003m01;8;6;São Fidélis;3304805;Interior
109;142;1;2003;2003m01;37;5;Cambuci;3300902;Interior
110;143;1;2003;2003m01;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior
111;144;1;2003;2003m01;29;6;Bom Jesus de Itabapoana;3300605;Interior
112;145;1;2003;2003m01;8;6;São João da Barra;3305000;Interior
113;146;1;2003;2003m01;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior
114;151;1;2003;2003m01;11;7;Nova Friburgo;3303401;Interior
115;152;1;2003;2003m01;11;7;Duas Barras;3301603;Interior
116;153;1;2003;2003m01;11;7;Cantagalo;3301108;Interior
117;154;1;2003;2003m01;11;7;"Cordeiro;Macuco";9999998;Interior
118;155;1;2003;2003m01;37;5;São Sebastião do Alto;3305307;Interior
119;156;1;2003;2003m01;11;7;Santa Maria Madalena;3304607;Interior
120;157;1;2003;2003m01;11;7;Trajano de Morais;3305901;Interior
121;158;1;2003;2003m01;11;7;Bom Jardim;3300506;Interior
122;159;1;2003;2003m01;11;7;Cachoeiras de Macacu;3300803;Interior
123;165;1;2003;2003m01;32;6;Mangaratiba;3302601;Interior
124;166;1;2003;2003m01;32;6;Angra dos Reis;3300100;Interior
125;167;1;2003;2003m01;32;6;Paraty;3303807;Interior
126;168;1;2003;2003m01;10;5;Rio Claro;3304409;Interior
127;1;2;2003;2003m02;5;1;Rio de Janeiro;3304557;Capital
128;4;2;2003;2003m02;5;1;Rio de Janeiro;3304557;Capital
129;5;2;2003;2003m02;5;1;Rio de Janeiro;3304557;Capital
130;6;2;2003;2003m02;1;1;Rio de Janeiro;3304557;Capital
131;7;2;2003;2003m02;1;1;Rio de Janeiro;3304557;Capital
132;9;2;2003;2003m02;2;1;Rio de Janeiro;3304557;Capital
133;10;2;2003;2003m02;2;1;Rio de Janeiro;3304557;Capital
134;12;2;2003;2003m02;19;1;Rio de Janeiro;3304557;Capital
135;13;2;2003;2003m02;19;1;Rio de Janeiro;3304557;Capital
136;14;2;2003;2003m02;23;1;Rio de Janeiro;3304557;Capital
137;15;2;2003;2003m02;23;1;Rio de Janeiro;3304557;Capital
138;16;2;2003;2003m02;36;6;Rio de Janeiro;3304557;Capital
139;17;2;2003;2003m02;4;1;Rio de Janeiro;3304557;Capital
140;18;2;2003;2003m02;6;1;Rio de Janeiro;3304557;Capital
141;19;2;2003;2003m02;6;1;Rio de Janeiro;3304557;Capital
142;20;2;2003;2003m02;6;1;Rio de Janeiro;3304557;Capital
143;21;2;2003;2003m02;22;1;Rio de Janeiro;3304557;Capital
144;22;2;2003;2003m02;16;1;Rio de Janeiro;3304557;Capital
145;23;2;2003;2003m02;3;1;Rio de Janeiro;3304557;Capital
146;24;2;2003;2003m02;3;1;Rio de Janeiro;3304557;Capital
147;25;2;2003;2003m02;3;1;Rio de Janeiro;3304557;Capital
148;26;2;2003;2003m02;3;1;Rio de Janeiro;3304557;Capital
149;27;2;2003;2003m02;9;2;Rio de Janeiro;3304557;Capital
150;28;2;2003;2003m02;9;2;Rio de Janeiro;3304557;Capital
151;29;2;2003;2003m02;9;2;Rio de Janeiro;3304557;Capital
152;30;2;2003;2003m02;9;2;Rio de Janeiro;3304557;Capital
153;31;2;2003;2003m02;14;2;Rio de Janeiro;3304557;Capital
154;32;2;2003;2003m02;18;2;Rio de Janeiro;3304557;Capital
155;33;2;2003;2003m02;14;2;Rio de Janeiro;3304557;Capital
156;34;2;2003;2003m02;14;2;Rio de Janeiro;3304557;Capital
157;35;2;2003;2003m02;31;2;Rio de Janeiro;3304557;Capital
158;36;2;2003;2003m02;27;2;Rio de Janeiro;3304557;Capital
159;37;2;2003;2003m02;17;1;Rio de Janeiro;3304557;Capital
160;38;2;2003;2003m02;16;1;Rio de Janeiro;3304557;Capital
161;39;2;2003;2003m02;9;2;Rio de Janeiro;3304557;Capital
162;40;2;2003;2003m02;9;2;Rio de Janeiro;3304557;Capital
163;41;2;2003;2003m02;18;2;Rio de Janeiro;3304557;Capital
164;44;2;2003;2003m02;3;1;Rio de Janeiro;3304557;Capital
165;48;2;2003;2003m02;24;3;Seropédica;3305554;Baixada Fluminense
166;50;2;2003;2003m02;24;3;Itaguaí;3302007;Baixada Fluminense
167;51;2;2003;2003m02;24;3;Paracambi;3303609;Baixada Fluminense
168;52;2;2003;2003m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense
169;53;2;2003;2003m02;20;3;Mesquita;3302858;Baixada Fluminense
170;54;2;2003;2003m02;20;3;Belford Roxo;3300456;Baixada Fluminense
171;55;2;2003;2003m02;24;3;"Queimados;Japeri";9999981;Baixada Fluminense
172;56;2;2003;2003m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense
173;57;2;2003;2003m02;20;3;Nilópolis;3303203;Baixada Fluminense
174;58;2;2003;2003m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense
175;59;2;2003;2003m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
176;60;2;2003;2003m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
177;61;2;2003;2003m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
178;62;2;2003;2003m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
179;64;2;2003;2003m02;20;3;São João de Meriti;3305109;Baixada Fluminense
180;65;2;2003;2003m02;34;5;"Magé;Guapimirim";9999982;Baixada Fluminense
181;66;2;2003;2003m02;34;5;Magé;3302502;Baixada Fluminense
182;71;2;2003;2003m02;35;4;"Itaboraí;Tanguá";9999983;Interior
183;72;2;2003;2003m02;7;4;São Gonçalo;3304904;Grande Niterói
184;73;2;2003;2003m02;7;4;São Gonçalo;3304904;Grande Niterói
185;74;2;2003;2003m02;7;4;São Gonçalo;3304904;Grande Niterói
186;75;2;2003;2003m02;7;4;São Gonçalo;3304904;Grande Niterói
187;76;2;2003;2003m02;12;4;Niterói;3303302;Grande Niterói
188;77;2;2003;2003m02;12;4;Niterói;3303302;Grande Niterói
189;78;2;2003;2003m02;12;4;Niterói;3303302;Grande Niterói
190;79;2;2003;2003m02;12;4;Niterói;3303302;Grande Niterói
191;81;2;2003;2003m02;12;4;Niterói;3303302;Grande Niterói
192;82;2;2003;2003m02;12;4;Maricá;3302700;Grande Niterói
193;88;2;2003;2003m02;10;5;Barra do Pirai;3300308;Interior
194;89;2;2003;2003m02;28;5;Resende;3304201;Interior
195;90;2;2003;2003m02;28;5;Barra Mansa;3300407;Interior
196;91;2;2003;2003m02;10;5;Valença;3306107;Interior
197;92;2;2003;2003m02;10;5;Rio das Flores;3304508;Interior
198;93;2;2003;2003m02;28;5;Volta Redonda;3306305;Interior
199;94;2;2003;2003m02;10;5;"Piraí;Pinheiral";9999988;Interior
200;95;2;2003;2003m02;10;5;Vassouras;3306206;Interior
201;96;2;2003;2003m02;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
202;97;2;2003;2003m02;10;5;Mendes;3302809;Interior
203;98;2;2003;2003m02;10;5;Engenheiro Paulo de Frontin;3301801;Interior
204;99;2;2003;2003m02;28;5;Itatiaia;3302254;Interior
205;100;2;2003;2003m02;28;5;"Porto Real;Quatis";9999992;Interior
206;104;2;2003;2003m02;30;7;São José do Vale do Rio Preto;3305158;Interior
207;105;2;2003;2003m02;26;7;Petrópolis;3303906;Interior
208;106;2;2003;2003m02;26;7;Petrópolis;3303906;Interior
209;107;2;2003;2003m02;10;5;Paraíba do Sul;3303708;Interior
210;108;2;2003;2003m02;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
211;109;2;2003;2003m02;10;5;Sapucaia;3305406;Interior
212;110;2;2003;2003m02;30;7;Teresópolis;3305802;Interior
213;111;2;2003;2003m02;11;7;Sumidouro;3305703;Interior
214;112;2;2003;2003m02;11;7;Carmo;3301207;Interior
215;118;2;2003;2003m02;25;4;Araruama;3300209;Interior
216;119;2;2003;2003m02;35;4;Rio Bonito;3304300;Interior
217;120;2;2003;2003m02;35;4;Silva Jardim;3305604;Interior
218;121;2;2003;2003m02;34;3;Casimiro de Abreu;3301306;Interior
219;122;2;2003;2003m02;34;3;Conceição de Macabú;3301405;Interior
220;123;2;2003;2003m02;34;3;"Macaé;Quissamã;Carapebus";9999984;Interior
221;124;2;2003;2003m02;25;4;Saquarema;3305505;Interior
222;125;2;2003;2003m02;25;4;São Pedro da Aldeia;3305208;Interior
223;126;2;2003;2003m02;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior
224;127;2;2003;2003m02;25;4;Armação dos Búzios;3300233;Interior
225;128;2;2003;2003m02;34;3;Rio das Ostras;3304524;Interior
226;129;2;2003;2003m02;25;4;Iguaba Grande;3301876;Interior
227;134;2;2003;2003m02;8;6;Campos dos Goytacazes;3301009;Interior
228;135;2;2003;2003m02;37;5;Itaocara;3302106;Interior
229;136;2;2003;2003m02;37;5;"Santo Antônio de Pádua;Aperibé";9999993;Interior
230;137;2;2003;2003m02;37;5;Miracema;3303005;Interior
231;138;2;2003;2003m02;29;6;Laje do Muriaé;3302304;Interior
232;139;2;2003;2003m02;29;6;Porciúncula;3304102;Interior
233;140;2;2003;2003m02;29;6;"Natividade;Varre-Sai";9999997;Interior
234;141;2;2003;2003m02;8;6;São Fidélis;3304805;Interior
235;142;2;2003;2003m02;37;5;Cambuci;3300902;Interior
236;143;2;2003;2003m02;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior
237;144;2;2003;2003m02;29;6;Bom Jesus de Itabapoana;3300605;Interior
238;145;2;2003;2003m02;8;6;São João da Barra;3305000;Interior
239;146;2;2003;2003m02;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior
240;151;2;2003;2003m02;11;7;Nova Friburgo;3303401;Interior
241;152;2;2003;2003m02;11;7;Duas Barras;3301603;Interior
242;153;2;2003;2003m02;11;7;Cantagalo;3301108;Interior
243;154;2;2003;2003m02;11;7;"Cordeiro;Macuco";9999998;Interior
244;155;2;2003;2003m02;37;5;São Sebastião do Alto;3305307;Interior
245;156;2;2003;2003m02;11;7;Santa Maria Madalena;3304607;Interior
246;157;2;2003;2003m02;11;7;Trajano de Morais;3305901;Interior
247;158;2;2003;2003m02;11;7;Bom Jardim;3300506;Interior
248;159;2;2003;2003m02;11;7;Cachoeiras de Macacu;3300803;Interior
249;165;2;2003;2003m02;32;6;Mangaratiba;3302601;Interior
250;166;2;2003;2003m02;32;6;Angra dos Reis;3300100;Interior
251;167;2;2003;2003m02;32;6;Paraty;3303807;Interior
252;168;2;2003;2003m02;10;5;Rio Claro;3304409;Interior
253;1;3;2003;2003m03;5;1;Rio de Janeiro;3304557;Capital
254;4;3;2003;2003m03;5;1;Rio de Janeiro;3304557;Capital
255;5;3;2003;2003m03;5;1;Rio de Janeiro;3304557;Capital
256;6;3;2003;2003m03;1;1;Rio de Janeiro;3304557;Capital
257;7;3;2003;2003m03;1;1;Rio de Janeiro;3304557;Capital
258;9;3;2003;2003m03;2;1;Rio de Janeiro;3304557;Capital
259;10;3;2003;2003m03;2;1;Rio de Janeiro;3304557;Capital
260;12;3;2003;2003m03;19;1;Rio de Janeiro;3304557;Capital
261;13;3;2003;2003m03;19;1;Rio de Janeiro;3304557;Capital
262;14;3;2003;2003m03;23;1;Rio de Janeiro;3304557;Capital
263;15;3;2003;2003m03;23;1;Rio de Janeiro;3304557;Capital
264;16;3;2003;2003m03;36;6;Rio de Janeiro;3304557;Capital
265;17;3;2003;2003m03;4;1;Rio de Janeiro;3304557;Capital
266;18;3;2003;2003m03;6;1;Rio de Janeiro;3304557;Capital
267;19;3;2003;2003m03;6;1;Rio de Janeiro;3304557;Capital
268;20;3;2003;2003m03;6;1;Rio de Janeiro;3304557;Capital
269;21;3;2003;2003m03;22;1;Rio de Janeiro;3304557;Capital
270;22;3;2003;2003m03;16;1;Rio de Janeiro;3304557;Capital
271;23;3;2003;2003m03;3;1;Rio de Janeiro;3304557;Capital
272;24;3;2003;2003m03;3;1;Rio de Janeiro;3304557;Capital
273;25;3;2003;2003m03;3;1;Rio de Janeiro;3304557;Capital
274;26;3;2003;2003m03;3;1;Rio de Janeiro;3304557;Capital
275;27;3;2003;2003m03;9;2;Rio de Janeiro;3304557;Capital
276;28;3;2003;2003m03;9;2;Rio de Janeiro;3304557;Capital
277;29;3;2003;2003m03;9;2;Rio de Janeiro;3304557;Capital
278;30;3;2003;2003m03;9;2;Rio de Janeiro;3304557;Capital
279;31;3;2003;2003m03;14;2;Rio de Janeiro;3304557;Capital
280;32;3;2003;2003m03;18;2;Rio de Janeiro;3304557;Capital
281;33;3;2003;2003m03;14;2;Rio de Janeiro;3304557;Capital
282;34;3;2003;2003m03;14;2;Rio de Janeiro;3304557;Capital
283;35;3;2003;2003m03;31;2;Rio de Janeiro;3304557;Capital
284;36;3;2003;2003m03;27;2;Rio de Janeiro;3304557;Capital
285;37;3;2003;2003m03;17;1;Rio de Janeiro;3304557;Capital
286;38;3;2003;2003m03;16;1;Rio de Janeiro;3304557;Capital
287;39;3;2003;2003m03;9;2;Rio de Janeiro;3304557;Capital
288;40;3;2003;2003m03;9;2;Rio de Janeiro;3304557;Capital
289;41;3;2003;2003m03;18;2;Rio de Janeiro;3304557;Capital
290;44;3;2003;2003m03;3;1;Rio de Janeiro;3304557;Capital
291;48;3;2003;2003m03;24;3;Seropédica;3305554;Baixada Fluminense
292;50;3;2003;2003m03;24;3;Itaguaí;3302007;Baixada Fluminense
293;51;3;2003;2003m03;24;3;Paracambi;3303609;Baixada Fluminense
294;52;3;2003;2003m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense
295;53;3;2003;2003m03;20;3;Mesquita;3302858;Baixada Fluminense
296;54;3;2003;2003m03;20;3;Belford Roxo;3300456;Baixada Fluminense
297;55;3;2003;2003m03;24;3;"Queimados;Japeri";9999981;Baixada Fluminense
298;56;3;2003;2003m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense
299;57;3;2003;2003m03;20;3;Nilópolis;3303203;Baixada Fluminense
300;58;3;2003;2003m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense
301;59;3;2003;2003m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
302;60;3;2003;2003m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
303;61;3;2003;2003m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
304;62;3;2003;2003m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
305;64;3;2003;2003m03;20;3;São João de Meriti;3305109;Baixada Fluminense
306;65;3;2003;2003m03;34;5;"Magé;Guapimirim";9999982;Baixada Fluminense
307;66;3;2003;2003m03;34;5;Magé;3302502;Baixada Fluminense
308;71;3;2003;2003m03;35;4;"Itaboraí;Tanguá";9999983;Interior
309;72;3;2003;2003m03;7;4;São Gonçalo;3304904;Grande Niterói
310;73;3;2003;2003m03;7;4;São Gonçalo;3304904;Grande Niterói
311;74;3;2003;2003m03;7;4;São Gonçalo;3304904;Grande Niterói
312;75;3;2003;2003m03;7;4;São Gonçalo;3304904;Grande Niterói
313;76;3;2003;2003m03;12;4;Niterói;3303302;Grande Niterói
314;77;3;2003;2003m03;12;4;Niterói;3303302;Grande Niterói
315;78;3;2003;2003m03;12;4;Niterói;3303302;Grande Niterói
316;79;3;2003;2003m03;12;4;Niterói;3303302;Grande Niterói
317;81;3;2003;2003m03;12;4;Niterói;3303302;Grande Niterói
318;82;3;2003;2003m03;12;4;Maricá;3302700;Grande Niterói
319;88;3;2003;2003m03;10;5;Barra do Pirai;3300308;Interior
320;89;3;2003;2003m03;28;5;Resende;3304201;Interior
321;90;3;2003;2003m03;28;5;Barra Mansa;3300407;Interior
322;91;3;2003;2003m03;10;5;Valença;3306107;Interior
323;92;3;2003;2003m03;10;5;Rio das Flores;3304508;Interior
324;93;3;2003;2003m03;28;5;Volta Redonda;3306305;Interior
325;94;3;2003;2003m03;10;5;"Piraí;Pinheiral";9999988;Interior
326;95;3;2003;2003m03;10;5;Vassouras;3306206;Interior
327;96;3;2003;2003m03;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
328;97;3;2003;2003m03;10;5;Mendes;3302809;Interior
329;98;3;2003;2003m03;10;5;Engenheiro Paulo de Frontin;3301801;Interior
330;99;3;2003;2003m03;28;5;Itatiaia;3302254;Interior
331;100;3;2003;2003m03;28;5;"Porto Real;Quatis";9999992;Interior
332;104;3;2003;2003m03;30;7;São José do Vale do Rio Preto;3305158;Interior
333;105;3;2003;2003m03;26;7;Petrópolis;3303906;Interior
334;106;3;2003;2003m03;26;7;Petrópolis;3303906;Interior
335;107;3;2003;2003m03;10;5;Paraíba do Sul;3303708;Interior
336;108;3;2003;2003m03;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
337;109;3;2003;2003m03;10;5;Sapucaia;3305406;Interior
338;110;3;2003;2003m03;30;7;Teresópolis;3305802;Interior
339;111;3;2003;2003m03;11;7;Sumidouro;3305703;Interior
340;112;3;2003;2003m03;11;7;Carmo;3301207;Interior
341;118;3;2003;2003m03;25;4;Araruama;3300209;Interior
342;119;3;2003;2003m03;35;4;Rio Bonito;3304300;Interior
343;120;3;2003;2003m03;35;4;Silva Jardim;3305604;Interior
344;121;3;2003;2003m03;34;3;Casimiro de Abreu;3301306;Interior
345;122;3;2003;2003m03;34;3;Conceição de Macabú;3301405;Interior
346;123;3;2003;2003m03;34;3;"Macaé;Quissamã;Carapebus";9999984;Interior
347;124;3;2003;2003m03;25;4;Saquarema;3305505;Interior
348;125;3;2003;2003m03;25;4;São Pedro da Aldeia;3305208;Interior
349;126;3;2003;2003m03;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior
350;127;3;2003;2003m03;25;4;Armação dos Búzios;3300233;Interior
351;128;3;2003;2003m03;34;3;Rio das Ostras;3304524;Interior
352;129;3;2003;2003m03;25;4;Iguaba Grande;3301876;Interior
353;134;3;2003;2003m03;8;6;Campos dos Goytacazes;3301009;Interior
354;135;3;2003;2003m03;37;5;Itaocara;3302106;Interior
355;136;3;2003;2003m03;37;5;"Santo Antônio de Pádua;Aperibé";9999993;Interior
356;137;3;2003;2003m03;37;5;Miracema;3303005;Interior
357;138;3;2003;2003m03;29;6;Laje do Muriaé;3302304;Interior
358;139;3;2003;2003m03;29;6;Porciúncula;3304102;Interior
359;140;3;2003;2003m03;29;6;"Natividade;Varre-Sai";9999997;Interior
360;141;3;2003;2003m03;8;6;São Fidélis;3304805;Interior
361;142;3;2003;2003m03;37;5;Cambuci;3300902;Interior
362;143;3;2003;2003m03;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior
363;144;3;2003;2003m03;29;6;Bom Jesus de Itabapoana;3300605;Interior
364;145;3;2003;2003m03;8;6;São João da Barra;3305000;Interior
365;146;3;2003;2003m03;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior
366;151;3;2003;2003m03;11;7;Nova Friburgo;3303401;Interior
367;152;3;2003;2003m03;11;7;Duas Barras;3301603;Interior
368;153;3;2003;2003m03;11;7;Cantagalo;3301108;Interior
369;154;3;2003;2003m03;11;7;"Cordeiro;Macuco";9999998;Interior
370;155;3;2003;2003m03;37;5;São Sebastião do Alto;3305307;Interior
371;156;3;2003;2003m03;11;7;Santa Maria Madalena;3304607;Interior
372;157;3;2003;2003m03;11;7;Trajano de Morais;3305901;Interior
373;158;3;2003;2003m03;11;7;Bom Jardim;3300506;Interior
374;159;3;2003;2003m03;11;7;Cachoeiras de Macacu;3300803;Interior
375;165;3;2003;2003m03;32;6;Mangaratiba;3302601;Interior
376;166;3;2003;2003m03;32;6;Angra dos Reis;3300100;Interior
377;167;3;2003;2003m03;32;6;Paraty;3303807;Interior
378;168;3;2003;2003m03;10;5;Rio Claro;3304409;Interior
379;1;4;2003;2003m04;5;1;Rio de Janeiro;3304557;Capital
