cod_ocorrencia;cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao
1504;138;12;2003;2003m12;29;6;Laje do Muriaé;3302304;Interior
1505;139;12;2003;2003m12;29;6;Porciúncula;3304102;Interior
1506;140;12;2003;2003m12;29;6;"Natividade;Varre-Sai";9999997;Interior
1507;141;12;2003;2003m12;8;6;São Fidélis;3304805;Interior
1508;142;12;2003;2003m12;36;6;Cambuci;3300902;Interior
1509;143;12;2003;2003m12;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior
1510;144;12;2003;2003m12;29;6;Bom Jesus de Itabapoana;3300605;Interior
1511;145;12;2003;2003m12;8;6;São João da Barra;3305000;Interior
1512;146;12;2003;2003m12;8;6;Campos dos Goytacazes;3301009;Interior
1513;147;12;2003;2003m12;8;6;São Francisco de Itabapoana;3304755;Interior
1514;151;12;2003;2003m12;11;7;Nova Friburgo;3303401;Interior
1515;152;12;2003;2003m12;11;7;Duas Barras;3301603;Interior
1516;153;12;2003;2003m12;11;7;Cantagalo;3301108;Interior
1517;154;12;2003;2003m12;11;7;"Cordeiro;Macuco";9999998;Interior
1518;155;12;2003;2003m12;36;6;São Sebastião do Alto;3305307;Interior
1519;156;12;2003;2003m12;11;7;Santa Maria Madalena;3304607;Interior
1520;157;12;2003;2003m12;11;7;Trajano de Morais;3305901;Interior
1521;158;12;2003;2003m12;11;7;Bom Jardim;3300506;Interior
1522;159;12;2003;2003m12;35;4;Cachoeiras de Macacu;3300803;Interior
1523;165;12;2003;2003m12;33;5;Mangaratiba;3302601;Interior
1524;166;12;2003;2003m12;33;5;Angra dos Reis;3300100;Interior
1525;167;12;2003;2003m12;33;5;Paraty;3303807;Interior
1526;168;12;2003;2003m12;10;5;Rio Claro;3304409;Interior
1527;1;1;2004;2004m01;5;1;Rio de Janeiro;3304557;Capital
1528;4;1;2004;2004m01;5;1;Rio de Janeiro;3304557;Capital
1529;5;1;2004;2004m01;13;1;Rio de Janeiro;3304557;Capital
1530;6;1;2004;2004m01;1;1;Rio de Janeiro;3304557;Capital
1531;7;1;2004;2004m01;1;1;Rio de Janeiro;3304557;Capital
1532;9;1;2004;2004m01;2;1;Rio de Janeiro;3304557;Capital
1533;10;1;2004;2004m01;2;1;Rio de Janeiro;3304557;Capital
1534;12;1;2004;2004m01;19;1;Rio de Janeiro;3304557;Capital
1535;13;1;2004;2004m01;19;1;Rio de Janeiro;3304557;Capital
1536;14;1;2004;2004m01;23;1;Rio de Janeiro;3304557;Capital
1537;15;1;2004;2004m01;23;1;Rio de Janeiro;3304557;Capital
1538;16;1;2004;2004m01;31;2;Rio de Janeiro;3304557;Capital
1539;17;1;2004;2004m01;4;1;Rio de Janeiro;3304557;Capital
1540;18;1;2004;2004m01;6;1;Rio de Janeiro;3304557;Capital
1541;19;1;2004;2004m01;6;1;Rio de Janeiro;3304557;Capital
1542;20;1;2004;2004m01;6;1;Rio de Janeiro;3304557;Capital
1543;21;1;2004;2004m01;22;1;Rio de Janeiro;3304557;Capital
1544;22;1;2004;2004m01;16;1;Rio de Janeiro;3304557;Capital
1545;23;1;2004;2004m01;3;1;Rio de Janeiro;3304557;Capital
1546;24;1;2004;2004m01;3;1;Rio de Janeiro;3304557;Capital
1547;25;1;2004;2004m01;3;1;Rio de Janeiro;3304557;Capital
1548;26;1;2004;2004m01;3;1;Rio de Janeiro;3304557;Capital
1549;27;1;2004;2004m01;9;2;Rio de Janeiro;3304557;Capital
1550;28;1;2004;2004m01;9;2;Rio de Janeiro;3304557;Capital
1551;29;1;2004;2004m01;9;2;Rio de Janeiro;3304557;Capital
1552;30;1;2004;2004m01;9;2;Rio de Janeiro;3304557;Capital
1553;31;1;2004;2004m01;14;2;Rio de Janeiro;3304557;Capital
1554;32;1;2004;2004m01;18;2;Rio de Janeiro;3304557;Capital
1555;33;1;2004;2004m01;14;2;Rio de Janeiro;3304557;Capital
1556;34;1;2004;2004m01;14;2;Rio de Janeiro;3304557;Capital
1557;35;1;2004;2004m01;39;2;Rio de Janeiro;3304557;Capital
1558;36;1;2004;2004m01;27;2;Rio de Janeiro;3304557;Capital
1559;37;1;2004;2004m01;17;1;Rio de Janeiro;3304557;Capital
1560;38;1;2004;2004m01;16;1;Rio de Janeiro;3304557;Capital
1561;39;1;2004;2004m01;9;2;Rio de Janeiro;3304557;Capital
1562;40;1;2004;2004m01;9;2;Rio de Janeiro;3304557;Capital
1563;41;1;2004;2004m01;18;2;Rio de Janeiro;3304557;Capital
1564;43;1;2004;2004m01;39;2;Rio de Janeiro;3304557;Capital
1565;44;1;2004;2004m01;3;1;Rio de Janeiro;3304557;Capital
1566;48;1;2004;2004m01;24;3;Seropédica;3305554;Baixada Fluminense
1567;50;1;2004;2004m01;24;3;Itaguaí;3302007;Baixada Fluminense
1568;51;1;2004;2004m01;24;3;Paracambi;3303609;Baixada Fluminense
1569;52;1;2004;2004m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1570;53;1;2004;2004m01;20;3;Mesquita;3302858;Baixada Fluminense
1571;54;1;2004;2004m01;20;3;Belford Roxo;3300456;Baixada Fluminense
1572;55;1;2004;2004m01;24;3;Queimados;3304144;Baixada Fluminense
1573;56;1;2004;2004m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1574;57;1;2004;2004m01;20;3;Nilópolis;3303203;Baixada Fluminense
1575;58;1;2004;2004m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1576;59;1;2004;2004m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
1577;60;1;2004;2004m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
1578;61;1;2004;2004m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
1579;62;1;2004;2004m01;15;3;Duque de Caxias;3301702;Baixada Fluminense
1580;63;1;2004;2004m01;24;3;Japeri;3302270;Baixada Fluminense
1581;64;1;2004;2004m01;21;3;São João de Meriti;3305109;Baixada Fluminense
1582;65;1;2004;2004m01;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense
1583;66;1;2004;2004m01;34;3;Magé;3302502;Baixada Fluminense
1584;71;1;2004;2004m01;35;4;"Itaboraí;Tanguá";9999983;Interior
1585;72;1;2004;2004m01;7;4;São Gonçalo;3304904;Grande Niterói
1586;73;1;2004;2004m01;7;4;São Gonçalo;3304904;Grande Niterói
1587;74;1;2004;2004m01;7;4;São Gonçalo;3304904;Grande Niterói
1588;75;1;2004;2004m01;7;4;São Gonçalo;3304904;Grande Niterói
1589;76;1;2004;2004m01;12;4;Niterói;3303302;Grande Niterói
1590;77;1;2004;2004m01;12;4;Niterói;3303302;Grande Niterói
1591;78;1;2004;2004m01;12;4;Niterói;3303302;Grande Niterói
1592;79;1;2004;2004m01;12;4;Niterói;3303302;Grande Niterói
1593;81;1;2004;2004m01;12;4;Niterói;3303302;Grande Niterói
1594;82;1;2004;2004m01;12;4;Maricá;3302700;Grande Niterói
1595;88;1;2004;2004m01;10;5;Barra do Pirai;3300308;Interior
1596;89;1;2004;2004m01;37;5;Resende;3304201;Interior
1597;90;1;2004;2004m01;28;5;Barra Mansa;3300407;Interior
1598;91;1;2004;2004m01;10;5;Valença;3306107;Interior
1599;92;1;2004;2004m01;10;5;Rio das Flores;3304508;Interior
1600;93;1;2004;2004m01;28;5;Volta Redonda;3306305;Interior
1601;94;1;2004;2004m01;10;5;Piraí;3304003;Interior
1602;95;1;2004;2004m01;10;5;Vassouras;3306206;Interior
1603;96;1;2004;2004m01;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
1604;97;1;2004;2004m01;10;5;Mendes;3302809;Interior
1605;98;1;2004;2004m01;10;5;Engenheiro Paulo de Frontin;3301801;Interior
1606;99;1;2004;2004m01;37;5;Itatiaia;3302254;Interior
1607;100;1;2004;2004m01;28;5;"Porto Real;Quatis";9999992;Interior
1608;101;1;2004;2004m01;10;5;Pinheiral;3303955;Interior
1609;104;1;2004;2004m01;30;7;São José do Vale do Rio Preto;3305158;Interior
1610;105;1;2004;2004m01;26;7;Petrópolis;3303906;Interior
1611;106;1;2004;2004m01;26;7;Petrópolis;3303906;Interior
1612;107;1;2004;2004m01;38;7;Paraíba do Sul;3303708;Interior
1613;108;1;2004;2004m01;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
1614;109;1;2004;2004m01;38;7;Sapucaia;3305406;Interior
1615;110;1;2004;2004m01;30;7;Teresópolis;3305802;Interior
1616;111;1;2004;2004m01;11;7;Sumidouro;3305703;Interior
1617;112;1;2004;2004m01;11;7;Carmo;3301207;Interior
1618;118;1;2004;2004m01;25;4;Araruama;3300209;Interior
1619;119;1;2004;2004m01;35;4;Rio Bonito;3304300;Interior
1620;120;1;2004;2004m01;35;4;Silva Jardim;3305604;Interior
1621;121;1;2004;2004m01;32;6;Casimiro de Abreu;3301306;Interior
1622;122;1;2004;2004m01;32;6;Conceição de Macabú;3301405;Interior
1623;123;1;2004;2004m01;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior
1624;124;1;2004;2004m01;25;4;Saquarema;3305505;Interior
1625;125;1;2004;2004m01;25;4;São Pedro da Aldeia;3305208;Interior
1626;126;1;2004;2004m01;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior
1627;127;1;2004;2004m01;25;4;Armação dos Búzios;3300233;Interior
1628;128;1;2004;2004m01;32;6;Rio das Ostras;3304524;Interior
1629;129;1;2004;2004m01;25;4;Iguaba Grande;3301876;Interior
1630;134;1;2004;2004m01;8;6;Campos dos Goytacazes;3301009;Interior
1631;135;1;2004;2004m01;36;6;Itaocara;3302106;Interior
1632;136;1;2004;2004m01;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior
1633;137;1;2004;2004m01;36;6;Miracema;3303005;Interior
1634;138;1;2004;2004m01;29;6;Laje do Muriaé;3302304;Interior
1635;139;1;2004;2004m01;29;6;Porciúncula;3304102;Interior
1636;140;1;2004;2004m01;29;6;"Natividade;Varre-Sai";9999997;Interior
1637;141;1;2004;2004m01;8;6;São Fidélis;3304805;Interior
1638;142;1;2004;2004m01;36;6;Cambuci;3300902;Interior
1639;143;1;2004;2004m01;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior
1640;144;1;2004;2004m01;29;6;Bom Jesus de Itabapoana;3300605;Interior
1641;145;1;2004;2004m01;8;6;São João da Barra;3305000;Interior
1642;146;1;2004;2004m01;8;6;Campos dos Goytacazes;3301009;Interior
1643;147;1;2004;2004m01;8;6;São Francisco de Itabapoana;3304755;Interior
1644;151;1;2004;2004m01;11;7;Nova Friburgo;3303401;Interior
1645;152;1;2004;2004m01;11;7;Duas Barras;3301603;Interior
1646;153;1;2004;2004m01;11;7;Cantagalo;3301108;Interior
1647;154;1;2004;2004m01;11;7;"Cordeiro;Macuco";9999998;Interior
1648;155;1;2004;2004m01;36;6;São Sebastião do Alto;3305307;Interior
1649;156;1;2004;2004m01;11;7;Santa Maria Madalena;3304607;Interior
1650;157;1;2004;2004m01;11;7;Trajano de Morais;3305901;Interior
1651;158;1;2004;2004m01;11;7;Bom Jardim;3300506;Interior
1652;159;1;2004;2004m01;35;4;Cachoeiras de Macacu;3300803;Interior
1653;165;1;2004;2004m01;33;5;Mangaratiba;3302601;Interior
1654;166;1;2004;2004m01;33;5;Angra dos Reis;3300100;Interior
1655;167;1;2004;2004m01;33;5;Paraty;3303807;Interior
1656;168;1;2004;2004m01;10;5;Rio Claro;3304409;Interior
1657;1;2;2004;2004m02;5;1;Rio de Janeiro;3304557;Capital
1658;4;2;2004;2004m02;5;1;Rio de Janeiro;3304557;Capital
1659;5;2;2004;2004m02;13;1;Rio de Janeiro;3304557;Capital
1660;6;2;2004;2004m02;1;1;Rio de Janeiro;3304557;Capital
1661;7;2;2004;2004m02;1;1;Rio de Janeiro;3304557;Capital
1662;9;2;2004;2004m02;2;1;Rio de Janeiro;3304557;Capital
1663;10;2;2004;2004m02;2;1;Rio de Janeiro;3304557;Capital
1664;12;2;2004;2004m02;19;1;Rio de Janeiro;3304557;Capital
1665;13;2;2004;2004m02;19;1;Rio de Janeiro;3304557;Capital
1666;14;2;2004;2004m02;23;1;Rio de Janeiro;3304557;Capital
1667;15;2;2004;2004m02;23;1;Rio de Janeiro;3304557;Capital
1668;16;2;2004;2004m02;31;2;Rio de Janeiro;3304557;Capital
1669;17;2;2004;2004m02;4;1;Rio de Janeiro;3304557;Capital
1670;18;2;2004;2004m02;6;1;Rio de Janeiro;3304557;Capital
1671;19;2;2004;2004m02;6;1;Rio de Janeiro;3304557;Capital
1672;20;2;2004;2004m02;6;1;Rio de Janeiro;3304557;Capital
1673;21;2;2004;2004m02;22;1;Rio de Janeiro;3304557;Capital
1674;22;2;2004;2004m02;16;1;Rio de Janeiro;3304557;Capital
1675;23;2;2004;2004m02;3;1;Rio de Janeiro;3304557;Capital
1676;24;2;2004;2004m02;3;1;Rio de Janeiro;3304557;Capital
1677;25;2;2004;2004m02;3;1;Rio de Janeiro;3304557;Capital
1678;26;2;2004;2004m02;3;1;Rio de Janeiro;3304557;Capital
1679;27;2;2004;2004m02;9;2;Rio de Janeiro;3304557;Capital
1680;28;2;2004;2004m02;9;2;Rio de Janeiro;3304557;Capital
1681;29;2;2004;2004m02;9;2;Rio de Janeiro;3304557;Capital
1682;30;2;2004;2004m02;9;2;Rio de Janeiro;3304557;Capital
1683;31;2;2004;2004m02;14;2;Rio de Janeiro;3304557;Capital
1684;32;2;2004;2004m02;18;2;Rio de Janeiro;3304557;Capital
1685;33;2;2004;2004m02;14;2;Rio de Janeiro;3304557;Capital
1686;34;2;2004;2004m02;14;2;Rio de Janeiro;3304557;Capital
1687;35;2;2004;2004m02;39;2;Rio de Janeiro;3304557;Capital
1688;36;2;2004;2004m02;27;2;Rio de Janeiro;3304557;Capital
1689;37;2;2004;2004m02;17;1;Rio de Janeiro;3304557;Capital
1690;38;2;2004;2004m02;16;1;Rio de Janeiro;3304557;Capital
1691;39;2;2004;2004m02;9;2;Rio de Janeiro;3304557;Capital
1692;40;2;2004;2004m02;9;2;Rio de Janeiro;3304557;Capital
1693;41;2;2004;2004m02;18;2;Rio de Janeiro;3304557;Capital
1694;43;2;2004;2004m02;39;2;Rio de Janeiro;3304557;Capital
1695;44;2;2004;2004m02;3;1;Rio de Janeiro;3304557;Capital
1696;48;2;2004;2004m02;24;3;Seropédica;3305554;Baixada Fluminense
1697;50;2;2004;2004m02;24;3;Itaguaí;3302007;Baixada Fluminense
1698;51;2;2004;2004m02;24;3;Paracambi;3303609;Baixada Fluminense
1699;52;2;2004;2004m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1700;53;2;2004;2004m02;20;3;Mesquita;3302858;Baixada Fluminense
1701;54;2;2004;2004m02;20;3;Belford Roxo;3300456;Baixada Fluminense
1702;55;2;2004;2004m02;24;3;Queimados;3304144;Baixada Fluminense
1703;56;2;2004;2004m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1704;57;2;2004;2004m02;20;3;Nilópolis;3303203;Baixada Fluminense
1705;58;2;2004;2004m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1706;59;2;2004;2004m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
1707;60;2;2004;2004m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
1708;61;2;2004;2004m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
1709;62;2;2004;2004m02;15;3;Duque de Caxias;3301702;Baixada Fluminense
1710;63;2;2004;2004m02;24;3;Japeri;3302270;Baixada Fluminense
1711;64;2;2004;2004m02;21;3;São João de Meriti;3305109;Baixada Fluminense
1712;65;2;2004;2004m02;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense
1713;66;2;2004;2004m02;34;3;Magé;3302502;Baixada Fluminense
1714;71;2;2004;2004m02;35;4;"Itaboraí;Tanguá";9999983;Interior
1715;72;2;2004;2004m02;7;4;São Gonçalo;3304904;Grande Niterói
1716;73;2;2004;2004m02;7;4;São Gonçalo;3304904;Grande Niterói
1717;74;2;2004;2004m02;7;4;São Gonçalo;3304904;Grande Niterói
1718;75;2;2004;2004m02;7;4;São Gonçalo;3304904;Grande Niterói
1719;76;2;2004;2004m02;12;4;Niterói;3303302;Grande Niterói
1720;77;2;2004;2004m02;12;4;Niterói;3303302;Grande Niterói
1721;78;2;2004;2004m02;12;4;Niterói;3303302;Grande Niterói
1722;79;2;2004;2004m02;12;4;Niterói;3303302;Grande Niterói
1723;81;2;2004;2004m02;12;4;Niterói;3303302;Grande Niterói
1724;82;2;2004;2004m02;12;4;Maricá;3302700;Grande Niterói
1725;88;2;2004;2004m02;10;5;Barra do Pirai;3300308;Interior
1726;89;2;2004;2004m02;37;5;Resende;3304201;Interior
1727;90;2;2004;2004m02;28;5;Barra Mansa;3300407;Interior
1728;91;2;2004;2004m02;10;5;Valença;3306107;Interior
1729;92;2;2004;2004m02;10;5;Rio das Flores;3304508;Interior
1730;93;2;2004;2004m02;28;5;Volta Redonda;3306305;Interior
1731;94;2;2004;2004m02;10;5;Piraí;3304003;Interior
1732;95;2;2004;2004m02;10;5;Vassouras;3306206;Interior
1733;96;2;2004;2004m02;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
1734;97;2;2004;2004m02;10;5;Mendes;3302809;Interior
1735;98;2;2004;2004m02;10;5;Engenheiro Paulo de Frontin;3301801;Interior
1736;99;2;2004;2004m02;37;5;Itatiaia;3302254;Interior
1737;100;2;2004;2004m02;28;5;"Porto Real;Quatis";9999992;Interior
1738;101;2;2004;2004m02;10;5;Pinheiral;3303955;Interior
1739;104;2;2004;2004m02;30;7;São José do Vale do Rio Preto;3305158;Interior
1740;105;2;2004;2004m02;26;7;Petrópolis;3303906;Interior
1741;106;2;2004;2004m02;26;7;Petrópolis;3303906;Interior
1742;107;2;2004;2004m02;38;7;Paraíba do Sul;3303708;Interior
1743;108;2;2004;2004m02;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
1744;109;2;2004;2004m02;38;7;Sapucaia;3305406;Interior
1745;110;2;2004;2004m02;30;7;Teresópolis;3305802;Interior
1746;111;2;2004;2004m02;11;7;Sumidouro;3305703;Interior
1747;112;2;2004;2004m02;11;7;Carmo;3301207;Interior
1748;118;2;2004;2004m02;25;4;Araruama;3300209;Interior
1749;119;2;2004;2004m02;35;4;Rio Bonito;3304300;Interior
1750;120;2;2004;2004m02;35;4;Silva Jardim;3305604;Interior
1751;121;2;2004;2004m02;32;6;Casimiro de Abreu;3301306;Interior
1752;122;2;2004;2004m02;32;6;Conceição de Macabú;3301405;Interior
1753;123;2;2004;2004m02;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior
1754;124;2;2004;2004m02;25;4;Saquarema;3305505;Interior
1755;125;2;2004;2004m02;25;4;São Pedro da Aldeia;3305208;Interior
1756;126;2;2004;2004m02;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior
1757;127;2;2004;2004m02;25;4;Armação dos Búzios;3300233;Interior
1758;128;2;2004;2004m02;32;6;Rio das Ostras;3304524;Interior
1759;129;2;2004;2004m02;25;4;Iguaba Grande;3301876;Interior
1760;134;2;2004;2004m02;8;6;Campos dos Goytacazes;3301009;Interior
1761;135;2;2004;2004m02;36;6;Itaocara;3302106;Interior
1762;136;2;2004;2004m02;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior
1763;137;2;2004;2004m02;36;6;Miracema;3303005;Interior
1764;138;2;2004;2004m02;29;6;Laje do Muriaé;3302304;Interior
1765;139;2;2004;2004m02;29;6;Porciúncula;3304102;Interior
1766;140;2;2004;2004m02;29;6;"Natividade;Varre-Sai";9999997;Interior
1767;141;2;2004;2004m02;8;6;São Fidélis;3304805;Interior
1768;142;2;2004;2004m02;36;6;Cambuci;3300902;Interior
1769;143;2;2004;2004m02;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior
1770;144;2;2004;2004m02;29;6;Bom Jesus de Itabapoana;3300605;Interior
1771;145;2;2004;2004m02;8;6;São João da Barra;3305000;Interior
1772;146;2;2004;2004m02;8;6;Campos dos Goytacazes;3301009;Interior
1773;147;2;2004;2004m02;8;6;São Francisco de Itabapoana;3304755;Interior
1774;151;2;2004;2004m02;11;7;Nova Friburgo;3303401;Interior
1775;152;2;2004;2004m02;11;7;Duas Barras;3301603;Interior
1776;153;2;2004;2004m02;11;7;Cantagalo;3301108;Interior
1777;154;2;2004;2004m02;11;7;"Cordeiro;Macuco";9999998;Interior
1778;155;2;2004;2004m02;36;6;São Sebastião do Alto;3305307;Interior
1779;156;2;2004;2004m02;11;7;Santa Maria Madalena;3304607;Interior
1780;157;2;2004;2004m02;11;7;Trajano de Morais;3305901;Interior
1781;158;2;2004;2004m02;11;7;Bom Jardim;3300506;Interior
1782;159;2;2004;2004m02;35;4;Cachoeiras de Macacu;3300803;Interior
1783;165;2;2004;2004m02;33;5;Mangaratiba;3302601;Interior
1784;166;2;2004;2004m02;33;5;Angra dos Reis;3300100;Interior
1785;167;2;2004;2004m02;33;5;Paraty;3303807;Interior
1786;168;2;2004;2004m02;10;5;Rio Claro;3304409;Interior
1787;1;3;2004;2004m03;5;1;Rio de Janeiro;3304557;Capital
1788;4;3;2004;2004m03;5;1;Rio de Janeiro;3304557;Capital
1789;5;3;2004;2004m03;13;1;Rio de Janeiro;3304557;Capital
1790;6;3;2004;2004m03;1;1;Rio de Janeiro;3304557;Capital
1791;7;3;2004;2004m03;1;1;Rio de Janeiro;3304557;Capital
1792;9;3;2004;2004m03;2;1;Rio de Janeiro;3304557;Capital
1793;10;3;2004;2004m03;2;1;Rio de Janeiro;3304557;Capital
1794;12;3;2004;2004m03;19;1;Rio de Janeiro;3304557;Capital
1795;13;3;2004;2004m03;19;1;Rio de Janeiro;3304557;Capital
1796;14;3;2004;2004m03;23;1;Rio de Janeiro;3304557;Capital
1797;15;3;2004;2004m03;23;1;Rio de Janeiro;3304557;Capital
1798;16;3;2004;2004m03;31;2;Rio de Janeiro;3304557;Capital
1799;17;3;2004;2004m03;4;1;Rio de Janeiro;3304557;Capital
1800;18;3;2004;2004m03;6;1;Rio de Janeiro;3304557;Capital
1801;19;3;2004;2004m03;6;1;Rio de Janeiro;3304557;Capital
1802;20;3;2004;2004m03;6;1;Rio de Janeiro;3304557;Capital
1803;21;3;2004;2004m03;22;1;Rio de Janeiro;3304557;Capital
1804;22;3;2004;2004m03;16;1;Rio de Janeiro;3304557;Capital
1805;23;3;2004;2004m03;3;1;Rio de Janeiro;3304557;Capital
1806;24;3;2004;2004m03;3;1;Rio de Janeiro;3304557;Capital
1807;25;3;2004;2004m03;3;1;Rio de Janeiro;3304557;Capital
1808;26;3;2004;2004m03;3;1;Rio de Janeiro;3304557;Capital
1809;27;3;2004;2004m03;9;2;Rio de Janeiro;3304557;Capital
1810;28;3;2004;2004m03;9;2;Rio de Janeiro;3304557;Capital
1811;29;3;2004;2004m03;9;2;Rio de Janeiro;3304557;Capital
1812;30;3;2004;2004m03;9;2;Rio de Janeiro;3304557;Capital
1813;31;3;2004;2004m03;14;2;Rio de Janeiro;3304557;Capital
1814;32;3;2004;2004m03;18;2;Rio de Janeiro;3304557;Capital
1815;33;3;2004;2004m03;14;2;Rio de Janeiro;3304557;Capital
1816;34;3;2004;2004m03;14;2;Rio de Janeiro;3304557;Capital
1817;35;3;2004;2004m03;39;2;Rio de Janeiro;3304557;Capital
1818;36;3;2004;2004m03;27;2;Rio de Janeiro;3304557;Capital
1819;37;3;2004;2004m03;17;1;Rio de Janeiro;3304557;Capital
1820;38;3;2004;2004m03;16;1;Rio de Janeiro;3304557;Capital
1821;39;3;2004;2004m03;9;2;Rio de Janeiro;3304557;Capital
1822;40;3;2004;2004m03;9;2;Rio de Janeiro;3304557;Capital
1823;41;3;2004;2004m03;18;2;Rio de Janeiro;3304557;Capital
1824;43;3;2004;2004m03;39;2;Rio de Janeiro;3304557;Capital
1825;44;3;2004;2004m03;3;1;Rio de Janeiro;3304557;Capital
1826;48;3;2004;2004m03;24;3;Seropédica;3305554;Baixada Fluminense
1827;50;3;2004;2004m03;24;3;Itaguaí;3302007;Baixada Fluminense
1828;51;3;2004;2004m03;24;3;Paracambi;3303609;Baixada Fluminense
1829;52;3;2004;2004m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1830;53;3;2004;2004m03;20;3;Mesquita;3302858;Baixada Fluminense
1831;54;3;2004;2004m03;20;3;Belford Roxo;3300456;Baixada Fluminense
1832;55;3;2004;2004m03;24;3;Queimados;3304144;Baixada Fluminense
1833;56;3;2004;2004m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1834;57;3;2004;2004m03;20;3;Nilópolis;3303203;Baixada Fluminense
1835;58;3;2004;2004m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense
1836;59;3;2004;2004m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
1837;60;3;2004;2004m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
1838;61;3;2004;2004m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
1839;62;3;2004;2004m03;15;3;Duque de Caxias;3301702;Baixada Fluminense
1840;63;3;2004;2004m03;24;3;Japeri;3302270;Baixada Fluminense
1841;64;3;2004;2004m03;21;3;São João de Meriti;3305109;Baixada Fluminense
1842;65;3;2004;2004m03;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense
1843;66;3;2004;2004m03;34;3;Magé;3302502;Baixada Fluminense
1844;71;3;2004;2004m03;35;4;"Itaboraí;Tanguá";9999983;Interior
1845;72;3;2004;2004m03;7;4;São Gonçalo;3304904;Grande Niterói
1846;73;3;2004;2004m03;7;4;São Gonçalo;3304904;Grande Niterói
1847;74;3;2004;2004m03;7;4;São Gonçalo;3304904;Grande Niterói
1848;75;3;2004;2004m03;7;4;São Gonçalo;3304904;Grande Niterói
1849;76;3;2004;2004m03;12;4;Niterói;3303302;Grande Niterói
1850;77;3;2004;2004m03;12;4;Niterói;3303302;Grande Niterói
1851;78;3;2004;2004m03;12;4;Niterói;3303302;Grande Niterói
1852;79;3;2004;2004m03;12;4;Niterói;3303302;Grande Niterói
1853;81;3;2004;2004m03;12;4;Niterói;3303302;Grande Niterói
1854;82;3;2004;2004m03;12;4;Maricá;3302700;Grande Niterói
1855;88;3;2004;2004m03;10;5;Barra do Pirai;3300308;Interior
1856;89;3;2004;2004m03;37;5;Resende;3304201;Interior
1857;90;3;2004;2004m03;28;5;Barra Mansa;3300407;Interior
1858;91;3;2004;2004m03;10;5;Valença;3306107;Interior
1859;92;3;2004;2004m03;10;5;Rio das Flores;3304508;Interior
1860;93;3;2004;2004m03;28;5;Volta Redonda;3306305;Interior
1861;94;3;2004;2004m03;10;5;Piraí;3304003;Interior
1862;95;3;2004;2004m03;10;5;Vassouras;3306206;Interior
1863;96;3;2004;2004m03;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
1864;97;3;2004;2004m03;10;5;Mendes;3302809;Interior
1865;98;3;2004;2004m03;10;5;Engenheiro Paulo de Frontin;3301801;Interior
1866;99;3;2004;2004m03;37;5;Itatiaia;3302254;Interior
1867;100;3;2004;2004m03;28;5;"Porto Real;Quatis";9999992;Interior
1868;101;3;2004;2004m03;10;5;Pinheiral;3303955;Interior
1869;104;3;2004;2004m03;30;7;São José do Vale do Rio Preto;3305158;Interior
1870;105;3;2004;2004m03;26;7;Petrópolis;3303906;Interior
1871;106;3;2004;2004m03;26;7;Petrópolis;3303906;Interior
1872;107;3;2004;2004m03;38;7;Paraíba do Sul;3303708;Interior
1873;108;3;2004;2004m03;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
1874;109;3;2004;2004m03;38;7;Sapucaia;3305406;Interior
